My neighbours were anxious to have some work done on their house.	0 0 0 0 0 0 0 0 0 1 0 1	on the house	literal	determiner-broad	ADJ NOUN VERB ADJ PART VERB DET NOUN VERB ADP ADJ NOUN	▁My ▁neighbours ▁were ▁anxious ▁to ▁have ▁some ▁work ▁done ▁on ▁their ▁house .	0 0 0 0 0 0 0 0 0 1 0 1 1	ADJ NOUN VERB ADJ PART VERB DET NOUN VERB ADP ADJ NOUN NOUN
They were not sparrows in such numbers but could be house martins, which settle on west - facing houses to bask in the setting sun.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0	on the house	literal	combined-inflection	PRON VERB ADV NOUN ADP ADJ NOUN CCONJ VERB VERB NOUN NOUN ADJ VERB ADP NOUN PUNCT VERB NOUN PART VERB ADP DET NOUN NOUN	▁They ▁were ▁not ▁sp arrow s ▁in ▁such ▁numbers ▁but ▁could ▁be ▁house ▁mar tin s , ▁which ▁settle ▁on ▁west ▁- ▁facing ▁houses ▁to ▁bas k ▁in ▁the ▁setting ▁sun .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0	PRON VERB ADV NOUN NOUN NOUN ADP ADJ NOUN CCONJ VERB VERB NOUN NOUN NOUN NOUN NOUN ADJ VERB ADP NOUN PUNCT VERB NOUN PART VERB VERB ADP DET NOUN NOUN NOUN
still working on his new house and, what they 've got in, you know Wokham area	0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0	on the house	literal	combined-other	ADV VERB ADP ADJ ADJ NOUN CCONJ NOUN PRON VERB VERB PART PRON VERB PROPN NOUN	▁still ▁working ▁on ▁his ▁new ▁house ▁and , ▁what ▁they ▁' ve ▁got ▁in , ▁you ▁know ▁W ok ham ▁area	0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV VERB ADP ADJ ADJ NOUN CCONJ CCONJ NOUN PRON VERB VERB VERB PART PART PRON VERB PROPN PROPN PROPN NOUN
And woke to rain falling on houses, on gardens,	0 0 0 0 0 1 1 0 0	on the house	literal	deletion-determiner	CCONJ VERB PART VERB VERB ADP NOUN ADP NOUN	▁And ▁ wo ke ▁to ▁rain ▁falling ▁on ▁houses , ▁on ▁garden s ,	0 0 0 0 0 0 0 1 1 1 0 0 0 0	CCONJ VERB VERB VERB PART VERB VERB ADP NOUN NOUN ADP NOUN NOUN NOUN
A local authority issued a compulsory purchase order on a house and a notice of entry which enabled them to take over the premises after 14 days.	0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	on the house	literal	determiner-narrow	DET ADJ NOUN VERB DET ADJ NOUN NOUN ADP DET NOUN CCONJ DET NOUN ADP NOUN ADJ VERB PRON PART VERB PART DET NOUN ADP NUM NOUN	▁A ▁local ▁authority ▁issued ▁a ▁compulsory ▁purchase ▁order ▁on ▁a ▁house ▁and ▁a ▁notice ▁of ▁entry ▁which ▁enabled ▁them ▁to ▁take ▁over ▁the ▁premises ▁after ▁14 ▁days .	0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET ADJ NOUN VERB DET ADJ NOUN NOUN ADP DET NOUN CCONJ DET NOUN ADP NOUN ADJ VERB PRON PART VERB PART DET NOUN ADP NUM NOUN NOUN
He tried, but failed, to kill several other ANC people living in exile across the Lesotho border, and in an armed attack, using submachine guns and hand grenades, he led the attack on Joyce Diphale's house in Gaberone, Botswana, which left its intended victim unscathed.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0	on the house	literal	combined-other	PRON VERB CCONJ VERB PART VERB ADJ ADJ PROPN NOUN VERB ADP NOUN ADP DET PROPN NOUN CCONJ ADP DET ADJ NOUN VERB NOUN NOUN CCONJ NOUN NOUN PRON VERB DET NOUN ADP PROPN PROPN NOUN ADP PROPN PROPN ADJ VERB ADJ VERB NOUN ADJ	▁He ▁tried , ▁but ▁failed , ▁to ▁kill ▁several ▁other ▁ANC ▁people ▁living ▁in ▁exile ▁across ▁the ▁Lesotho ▁border , ▁and ▁in ▁an ▁armed ▁attack , ▁using ▁sub machine ▁guns ▁and ▁hand ▁g ren ades , ▁he ▁led ▁the ▁attack ▁on ▁Jo y ce ▁Di ph ale ' s ▁house ▁in ▁Ga ber one , ▁Botswana , ▁which ▁left ▁its ▁intended ▁victim ▁un s cat hed .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB VERB CCONJ VERB VERB PART VERB ADJ ADJ PROPN NOUN VERB ADP NOUN ADP DET PROPN NOUN NOUN CCONJ ADP DET ADJ NOUN NOUN VERB NOUN NOUN NOUN CCONJ NOUN NOUN NOUN NOUN NOUN PRON VERB DET NOUN ADP PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN NOUN ADP PROPN PROPN PROPN PROPN PROPN PROPN ADJ VERB ADJ VERB NOUN ADJ ADJ ADJ ADJ ADJ
Take an example : a builder sub - contracts the job of putting the roof on a house which he is building.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0	on the house	literal	determiner-narrow	VERB DET NOUN PUNCT DET NOUN NOUN PUNCT VERB DET NOUN ADP VERB DET NOUN ADP DET NOUN ADJ PRON VERB VERB	▁Take ▁an ▁example ▁ : ▁a ▁build er ▁sub ▁- ▁contracts ▁the ▁job ▁of ▁putting ▁the ▁roof ▁on ▁a ▁house ▁which ▁he ▁is ▁building .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0	VERB DET NOUN PUNCT PUNCT DET NOUN NOUN NOUN PUNCT VERB DET NOUN ADP VERB DET NOUN ADP DET NOUN ADJ PRON VERB VERB VERB
Look at the tops and bottoms of the windows on Mr Smart's house.	0 0 0 0 0 0 0 0 0 1 0 0 1	on the house	literal	combined-other	VERB ADP DET NOUN CCONJ NOUN ADP DET NOUN ADP PROPN PROPN NOUN	▁Look ▁at ▁the ▁to ps ▁and ▁bottom s ▁of ▁the ▁windows ▁on ▁Mr ▁ Smart ' s ▁house .	0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1	VERB ADP DET NOUN NOUN CCONJ NOUN NOUN ADP DET NOUN ADP PROPN PROPN PROPN PROPN PROPN NOUN NOUN
Emily felt hurt and betrayed by a close friend who had borrowed a considerable sum of money towards down - payment on a house and then, when Emily eventually enquired about repayment, angrily claimed that she thought the money had been a gift.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	on the house	literal	determiner-narrow	ADV VERB ADJ CCONJ VERB ADP DET ADJ NOUN NOUN VERB VERB DET ADJ NOUN ADP NOUN ADP ADP PUNCT NOUN ADP DET NOUN CCONJ ADV ADV PROPN ADV VERB ADP NOUN ADV VERB ADP PRON VERB DET NOUN VERB VERB DET NOUN	▁Em ily ▁felt ▁hurt ▁and ▁betray ed ▁by ▁a ▁close ▁friend ▁who ▁had ▁borrowed ▁a ▁considerable ▁sum ▁of ▁money ▁towards ▁down ▁- ▁payment ▁on ▁a ▁house ▁and ▁then , ▁when ▁Em ily ▁eventually ▁en quired ▁about ▁repayment , ▁an gr ily ▁claimed ▁that ▁she ▁thought ▁the ▁money ▁had ▁been ▁a ▁gift .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV ADV VERB ADJ CCONJ VERB VERB ADP DET ADJ NOUN NOUN VERB VERB DET ADJ NOUN ADP NOUN ADP ADP PUNCT NOUN ADP DET NOUN CCONJ ADV ADV ADV PROPN PROPN ADV VERB VERB ADP NOUN NOUN ADV ADV ADV VERB ADP PRON VERB DET NOUN VERB VERB DET NOUN NOUN
Part of the rule of law is security of property rights – if you owe money on your house, for example, the bank can't simply take it away without following the prescribed legal process.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	on the house	literal	determiner-broad	NOUN ADP DET NOUN ADP NOUN VERB NOUN ADP NOUN NOUN PUNCT ADP PRON VERB NOUN ADP ADJ NOUN ADP NOUN DET NOUN VERB ADV VERB PRON ADV ADP VERB DET ADJ ADJ NOUN	▁Part ▁of ▁the ▁rule ▁of ▁law ▁is ▁security ▁of ▁property ▁rights ▁ – ▁if ▁you ▁owe ▁money ▁on ▁your ▁house , ▁for ▁example , ▁the ▁bank ▁can ' t ▁simply ▁take ▁it ▁away ▁without ▁following ▁the ▁prescribed ▁legal ▁process .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	NOUN ADP DET NOUN ADP NOUN VERB NOUN ADP NOUN NOUN PUNCT PUNCT ADP PRON VERB NOUN ADP ADJ NOUN NOUN ADP NOUN NOUN DET NOUN VERB VERB VERB ADV VERB PRON ADV ADP VERB DET ADJ ADJ NOUN NOUN
Erm but will you make, be able to make much profit on the on your old Chiswick house to be able to buy the Weybridge one, will that be an economic move?	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	on the house	literal	combined-other	NOUN CCONJ VERB PRON VERB VERB ADJ PART VERB ADJ NOUN ADP DET ADP ADJ ADJ PROPN NOUN PART VERB ADJ PART VERB DET PROPN NUM VERB DET VERB DET ADJ NOUN	▁E rm ▁but ▁will ▁you ▁make , ▁be ▁able ▁to ▁make ▁much ▁profit ▁on ▁the ▁on ▁your ▁old ▁Chi s wick ▁house ▁to ▁be ▁able ▁to ▁buy ▁the ▁We y bridge ▁one , ▁will ▁that ▁be ▁an ▁economic ▁move ?	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	NOUN NOUN CCONJ VERB PRON VERB VERB VERB ADJ PART VERB ADJ NOUN ADP DET ADP ADJ ADJ PROPN PROPN PROPN NOUN PART VERB ADJ PART VERB DET PROPN PROPN PROPN NUM NUM VERB DET VERB DET ADJ NOUN NOUN
Having lavished so much time, money and effort on their house, you might expect it to be a work of art — which, as Peter modestly admits, ' It is. '	0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	on the house	literal	determiner-broad	VERB VERB ADV ADJ NOUN NOUN CCONJ NOUN ADP ADJ NOUN PRON VERB VERB PRON PART VERB DET NOUN ADP NOUN PUNCT ADJ ADP PROPN ADV VERB PUNCT PRON VERB PUNCT	▁Having ▁la vi shed ▁so ▁much ▁time , ▁money ▁and ▁effort ▁on ▁their ▁house , ▁you ▁might ▁expect ▁it ▁to ▁be ▁a ▁work ▁of ▁art ▁ — ▁which , ▁as ▁Peter ▁modest ly ▁admit s , ▁' ▁It ▁is . ▁'	0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	VERB VERB VERB VERB ADV ADJ NOUN NOUN NOUN CCONJ NOUN ADP ADJ NOUN NOUN PRON VERB VERB PRON PART VERB DET NOUN ADP NOUN PUNCT PUNCT ADJ ADJ ADP PROPN ADV ADV VERB VERB VERB PUNCT PRON VERB VERB PUNCT
Estate agents make money by selling houses, normally about 1.5–2 % of what the seller gets for his house:(up to £ 600 pounds on a £ 30,000 house ) so they don't mind working for it.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0	on the house	literal	combined-other	NOUN NOUN VERB NOUN ADP VERB NOUN ADV ADP NUM NOUN ADP NOUN DET NOUN VERB ADP ADJ NOUN ADP SYM NUM NOUN ADP DET SYM NUM NOUN PUNCT ADP PRON VERB VERB VERB ADP PRON	▁Estate ▁agents ▁make ▁money ▁by ▁selling ▁houses , ▁normally ▁about ▁1.5 – 2 ▁% ▁of ▁what ▁the ▁seller ▁get s ▁for ▁his ▁house : ( up ▁to ▁£ ▁600 ▁pounds ▁on ▁a ▁£ ▁3 0,000 ▁house ▁ ) ▁so ▁they ▁don ' t ▁mind ▁working ▁for ▁it .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0	NOUN NOUN VERB NOUN ADP VERB NOUN NOUN ADV ADP NUM NUM NUM NOUN ADP NOUN DET NOUN VERB VERB ADP ADJ NOUN NOUN NOUN NOUN ADP SYM NUM NOUN ADP DET SYM NUM NUM NOUN PUNCT PUNCT ADP PRON VERB VERB VERB VERB VERB ADP PRON PRON
For Louisa Coutts Trotter, whose hypochondriacal father was constantly on the move seeking new cures, her grandmother's Edinburgh house was a fixed point in their peregrinations ; while Willoughby de Broke eccentrically opens his autobiography with a series of chapters on the family's houses, rather than on its people.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0	on the house	literal	combined-inflection	ADP PROPN PROPN PROPN ADJ ADJ NOUN VERB ADV ADP DET NOUN VERB ADJ NOUN ADJ NOUN PROPN NOUN VERB DET VERB NOUN ADP ADJ NOUN PUNCT ADP PROPN X PROPN ADV VERB ADJ NOUN ADP DET NOUN ADP NOUN ADP DET NOUN NOUN ADV ADP ADP ADJ NOUN	▁For ▁Louis a ▁C out ts ▁Tro t ter , ▁whose ▁hyp ochondria cal ▁father ▁was ▁constantly ▁on ▁the ▁move ▁seeking ▁new ▁cure s , ▁her ▁grand m other ' s ▁Edinburgh ▁house ▁was ▁a ▁fixed ▁point ▁in ▁their ▁per eg rin ations ▁ ; ▁while ▁Will ough by ▁de ▁Brok e ▁ec centric ally ▁opens ▁his ▁auto bi ography ▁with ▁a ▁series ▁of ▁chapters ▁on ▁the ▁family ' s ▁houses , ▁rather ▁than ▁on ▁its ▁people .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0	ADP PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADJ ADJ ADJ ADJ NOUN VERB ADV ADP DET NOUN VERB ADJ NOUN NOUN NOUN ADJ NOUN NOUN NOUN NOUN NOUN PROPN NOUN VERB DET VERB NOUN ADP ADJ NOUN NOUN NOUN NOUN PUNCT PUNCT ADP PROPN PROPN PROPN X PROPN PROPN ADV ADV ADV VERB ADJ NOUN NOUN NOUN ADP DET NOUN ADP NOUN ADP DET NOUN NOUN NOUN NOUN NOUN ADV ADP ADP ADJ NOUN NOUN
Insurance payment on house ( payable at ' Exchange of Contracts ' stage )	0 0 1 1 0 0 0 0 0 0 0 0 0 0	on the house	literal	deletion-determiner	NOUN NOUN ADP NOUN PUNCT ADJ ADP PUNCT PROPN ADP PROPN PART NOUN PUNCT	▁Insurance ▁payment ▁on ▁house ▁( ▁payable ▁at ▁' ▁Exchange ▁of ▁Contracts ▁' ▁stage ▁ )	0 0 1 1 0 0 0 0 0 0 0 0 0 0 0	NOUN NOUN ADP NOUN PUNCT ADJ ADP PUNCT PROPN ADP PROPN PART NOUN PUNCT PUNCT
From inside, he could keep an eye on his own house where nothing much seemed to be happening.	0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0	on the house	literal	combined-other	ADP ADV PRON VERB VERB DET NOUN ADP ADJ ADJ NOUN ADV NOUN ADJ VERB PART VERB VERB	▁From ▁inside , ▁he ▁could ▁keep ▁an ▁eye ▁on ▁his ▁own ▁house ▁where ▁nothing ▁much ▁seemed ▁to ▁be ▁happening .	0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0	ADP ADV ADV PRON VERB VERB DET NOUN ADP ADJ ADJ NOUN ADV NOUN ADJ VERB PART VERB VERB VERB
