More job losses are in the pipeline.	0 0 0 0 1 0 1	in the pipeline	figurative	identical	ADJ NOUN NOUN VERB ADP DET NOUN	▁More ▁job ▁losses ▁are ▁in ▁the ▁pipeline .	0 0 0 0 1 0 1 1	ADJ NOUN NOUN VERB ADP DET NOUN NOUN
Also in the pipeline is an Australian children's TV series based on Gumnut Factory Folk Tales ( written, illustrated and published by Chris Trump, A$ 7.95 ).	0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in the pipeline	figurative	identical	ADV ADP DET NOUN VERB DET ADJ NOUN NOUN NOUN VERB ADP PROPN PROPN PROPN PROPN PUNCT VERB VERB CCONJ VERB ADP PROPN PROPN SYM NUM PUNCT	▁Also ▁in ▁the ▁pipeline ▁is ▁an ▁Australia n ▁children ' s ▁TV ▁series ▁based ▁on ▁G um nut ▁Factor y ▁F ol k ▁Ta les ▁( ▁written , ▁illustrated ▁and ▁published ▁by ▁Chr is ▁Tru mp , ▁A $ ▁7. 95 ▁ ).	0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV ADP DET NOUN VERB DET ADJ ADJ NOUN NOUN NOUN NOUN NOUN VERB ADP PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PUNCT VERB VERB VERB CCONJ VERB ADP PROPN PROPN PROPN PROPN PROPN SYM SYM NUM NUM PUNCT PUNCT
Bass have now disposed or freed more than 1,400 of their pubs and another 400 are in the pipeline, according to Bass Inns and Taverns boss Charles Darby.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0	in the pipeline	figurative	identical	PROPN VERB ADV VERB CCONJ VERB ADJ ADP NUM ADP ADJ NOUN CCONJ DET NUM VERB ADP DET NOUN VERB ADP PROPN PROPN CCONJ PROPN NOUN PROPN PROPN	▁Bas s ▁have ▁now ▁disposed ▁or ▁free d ▁more ▁than ▁1 , 400 ▁of ▁their ▁pub s ▁and ▁another ▁400 ▁are ▁in ▁the ▁pipeline , ▁according ▁to ▁Bas s ▁In ns ▁and ▁T avern s ▁bo s s ▁Charles ▁Dar by .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PROPN PROPN VERB ADV VERB CCONJ VERB VERB ADJ ADP NUM NUM NUM ADP ADJ NOUN NOUN CCONJ DET NUM VERB ADP DET NOUN NOUN VERB ADP PROPN PROPN PROPN PROPN CCONJ PROPN PROPN PROPN NOUN NOUN NOUN PROPN PROPN PROPN PROPN
Watersports centre is in the pipeline …	0 0 0 1 0 1 0	in the pipeline	figurative	identical	NOUN NOUN VERB ADP DET NOUN PUNCT	▁Water s port s ▁centre ▁is ▁in ▁the ▁pipeline ▁...	0 0 0 0 0 0 1 0 1 0	NOUN NOUN NOUN NOUN NOUN VERB ADP DET NOUN PUNCT
The clean, natural gas enters the National transmission System at a consistent rate and is transported around the UK to a number of strategically located compressor stations which increase the pressure in the pipeline systems up to 75 bar, equal to 1087 pounds per square inch [ psi ].	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in the pipeline	literal	identical	DET ADJ ADJ NOUN VERB DET PROPN NOUN PROPN ADP DET ADJ NOUN CCONJ VERB VERB ADP DET PROPN ADP DET NOUN ADP ADV VERB NOUN NOUN ADJ VERB DET NOUN ADP DET NOUN VERB ADV PART NUM NOUN ADJ ADP NUM NOUN ADP ADJ NOUN PUNCT NOUN PUNCT	▁The ▁clean , ▁natural ▁gas ▁enters ▁the ▁National ▁transmission ▁System ▁at ▁a ▁consistent ▁rate ▁and ▁is ▁transported ▁around ▁the ▁UK ▁to ▁a ▁number ▁of ▁strategic ally ▁located ▁compressor ▁stations ▁which ▁increase ▁the ▁pressure ▁in ▁the ▁pipeline ▁systems ▁up ▁to ▁75 ▁bar , ▁equal ▁to ▁10 87 ▁pounds ▁per ▁square ▁in ch ▁[ ▁p si ▁] .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET ADJ ADJ ADJ NOUN VERB DET PROPN NOUN PROPN ADP DET ADJ NOUN CCONJ VERB VERB ADP DET PROPN ADP DET NOUN ADP ADV ADV VERB NOUN NOUN ADJ VERB DET NOUN ADP DET NOUN VERB ADV PART NUM NOUN NOUN ADJ ADP NUM NUM NOUN ADP ADJ NOUN NOUN PUNCT NOUN NOUN PUNCT PUNCT
The things is there's a small possibility it may be out of print cos there's a new edition in the pipeline.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	identical	DET NOUN VERB ADV DET ADJ NOUN PRON VERB VERB ADP ADP NOUN ADP ADV DET ADJ NOUN ADP DET NOUN	▁The ▁things ▁is ▁there ' s ▁a ▁small ▁possibility ▁it ▁may ▁be ▁out ▁of ▁print ▁co s ▁there ' s ▁a ▁new ▁edition ▁in ▁the ▁pipeline .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	DET NOUN VERB ADV ADV ADV DET ADJ NOUN PRON VERB VERB ADP ADP NOUN ADP ADP ADV ADV ADV DET ADJ NOUN ADP DET NOUN NOUN
This is the team which, in co - operation with police officers, designed and implemented one of the largest service - wide command and control systems of its kind — and there are more major initiatives in the pipeline.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	identical	DET VERB DET NOUN ADJ ADP NOUN PUNCT NOUN ADP NOUN NOUN VERB CCONJ VERB NUM ADP DET ADJ NOUN PUNCT ADJ NOUN CCONJ NOUN NOUN ADP ADJ NOUN PUNCT CCONJ ADV VERB ADV ADJ NOUN ADP DET NOUN	▁This ▁is ▁the ▁team ▁which , ▁in ▁co ▁- ▁operation ▁with ▁police ▁officers , ▁designed ▁and ▁implemented ▁one ▁of ▁the ▁largest ▁service ▁- ▁wide ▁command ▁and ▁control ▁systems ▁of ▁its ▁kind ▁ — ▁and ▁there ▁are ▁more ▁major ▁initiatives ▁in ▁the ▁pipeline .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	DET VERB DET NOUN ADJ ADJ ADP NOUN PUNCT NOUN ADP NOUN NOUN NOUN VERB CCONJ VERB NUM ADP DET ADJ NOUN PUNCT ADJ NOUN CCONJ NOUN NOUN ADP ADJ NOUN PUNCT PUNCT CCONJ ADV VERB ADV ADJ NOUN ADP DET NOUN NOUN
As a result, millions of people die every year from diseases for which no new drugs are in the pipeline, while drug companies pour ~ billions into developing cures for erectile dysfunction and baldness.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in the pipeline	figurative	identical	ADP DET NOUN NOUN ADP NOUN VERB DET NOUN ADP NOUN ADP ADJ DET ADJ NOUN VERB ADP DET NOUN ADP NOUN NOUN VERB PUNCT NOUN ADP VERB NOUN ADP ADJ NOUN CCONJ NOUN	▁As ▁a ▁result , ▁millions ▁of ▁people ▁die ▁every ▁year ▁from ▁diseases ▁for ▁which ▁no ▁new ▁drugs ▁are ▁in ▁the ▁pipeline , ▁while ▁drug ▁companies ▁pour ▁ ~ ▁billion s ▁into ▁developing ▁cure s ▁for ▁erect ile ▁dysfunction ▁and ▁bal d ness .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP DET NOUN NOUN NOUN ADP NOUN VERB DET NOUN ADP NOUN ADP ADJ DET ADJ NOUN VERB ADP DET NOUN NOUN ADP NOUN NOUN VERB PUNCT PUNCT NOUN NOUN ADP VERB NOUN NOUN ADP ADJ ADJ NOUN CCONJ NOUN NOUN NOUN NOUN
The Teesside TransPennine link is part of a series of changes now under way or in the pipeline for local services:— Northallerton and Thirsk will get hourly trains to York, Leeds, Manchester and Liverpool instead of two hourly;— One train a day in each direction will take in Stockton, Hartlepool and Sunderland, terminating at Newcastle;— The Monday to Saturday Darlington to Hartlepool service, barely used and regularly cancelled, will be axed next month.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in the pipeline	figurative	identical	DET PROPN PROPN NOUN VERB NOUN ADP DET NOUN ADP NOUN ADV ADP NOUN CCONJ ADP DET NOUN ADP ADJ PROPN PROPN CCONJ PROPN VERB VERB ADJ NOUN ADP PROPN PROPN PROPN CCONJ PROPN ADV ADP NUM ADJ NUM NOUN DET NOUN ADP DET NOUN VERB VERB ADP PROPN PROPN CCONJ PROPN VERB ADP PROPN DET PROPN ADP PROPN PROPN ADP PROPN NOUN ADV VERB CCONJ ADV VERB VERB VERB VERB ADJ NOUN	▁The ▁Te es side ▁Trans Pen nine ▁link ▁is ▁part ▁of ▁a ▁series ▁of ▁changes ▁now ▁under ▁way ▁or ▁in ▁the ▁pipeline ▁for ▁local ▁services : — ▁North al ler ton ▁and ▁Thi rs k ▁will ▁get ▁hourly ▁trains ▁to ▁York , ▁Le ed s , ▁Manchester ▁and ▁Liverpool ▁instead ▁of ▁two ▁hourly ; — ▁One ▁train ▁a ▁day ▁in ▁each ▁direction ▁will ▁take ▁in ▁Stock ton , ▁Har tle pool ▁and ▁S under land , ▁terminating ▁at ▁Newcastle ; — ▁The ▁Monday ▁to ▁Saturday ▁Dar ling ton ▁to ▁Har tle pool ▁service , ▁barely ▁used ▁and ▁regularly ▁cancelled , ▁will ▁be ▁axe d ▁next ▁month .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET PROPN PROPN PROPN PROPN PROPN PROPN NOUN VERB NOUN ADP DET NOUN ADP NOUN ADV ADP NOUN CCONJ ADP DET NOUN ADP ADJ PROPN PROPN PROPN PROPN PROPN PROPN PROPN CCONJ PROPN PROPN PROPN VERB VERB ADJ NOUN ADP PROPN PROPN PROPN PROPN PROPN PROPN PROPN CCONJ PROPN ADV ADP NUM ADJ ADJ ADJ NUM NOUN DET NOUN ADP DET NOUN VERB VERB ADP PROPN PROPN PROPN PROPN PROPN PROPN CCONJ PROPN PROPN PROPN PROPN VERB ADP PROPN PROPN PROPN DET PROPN ADP PROPN PROPN PROPN PROPN ADP PROPN PROPN PROPN NOUN NOUN ADV VERB CCONJ ADV VERB VERB VERB VERB VERB VERB ADJ NOUN NOUN
The Teesside TransPennine link is part of a series of changes now under way or in the pipeline for local services:— Northallerton and Thirsk will get hourly trains to York, Leeds, Manchester and Liverpool instead of two hourly.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in the pipeline	figurative	identical	DET PROPN PROPN NOUN VERB NOUN ADP DET NOUN ADP NOUN ADV ADP NOUN CCONJ ADP DET NOUN ADP ADJ PROPN PROPN CCONJ PROPN VERB VERB ADJ NOUN ADP PROPN PROPN PROPN CCONJ PROPN ADV ADP NUM ADJ	▁The ▁Te es side ▁Trans Pen nine ▁link ▁is ▁part ▁of ▁a ▁series ▁of ▁changes ▁now ▁under ▁way ▁or ▁in ▁the ▁pipeline ▁for ▁local ▁services : — ▁North al ler ton ▁and ▁Thi rs k ▁will ▁get ▁hourly ▁trains ▁to ▁York , ▁Le ed s , ▁Manchester ▁and ▁Liverpool ▁instead ▁of ▁two ▁hourly .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET PROPN PROPN PROPN PROPN PROPN PROPN NOUN VERB NOUN ADP DET NOUN ADP NOUN ADV ADP NOUN CCONJ ADP DET NOUN ADP ADJ PROPN PROPN PROPN PROPN PROPN PROPN PROPN CCONJ PROPN PROPN PROPN VERB VERB ADJ NOUN ADP PROPN PROPN PROPN PROPN PROPN PROPN PROPN CCONJ PROPN ADV ADP NUM ADJ ADJ
Major changes were, however, left to the new Legal Aid Board, to which responsibility for the management of the legal aid and advice schemes was transferred from the Law Society, and are still in the pipeline.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	identical	ADJ NOUN VERB ADV VERB ADP DET ADJ PROPN PROPN PROPN PART ADJ NOUN ADP DET NOUN ADP DET ADJ NOUN CCONJ NOUN NOUN VERB VERB ADP DET PROPN PROPN CCONJ VERB ADV ADP DET NOUN	▁Major ▁changes ▁were , ▁however , ▁left ▁to ▁the ▁new ▁Legal ▁Aid ▁Board , ▁to ▁which ▁responsibility ▁for ▁the ▁management ▁of ▁the ▁legal ▁aid ▁and ▁advice ▁schemes ▁was ▁transferred ▁from ▁the ▁Law ▁Society , ▁and ▁are ▁still ▁in ▁the ▁pipeline .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	ADJ NOUN VERB VERB ADV ADV VERB ADP DET ADJ PROPN PROPN PROPN PROPN PART ADJ NOUN ADP DET NOUN ADP DET ADJ NOUN CCONJ NOUN NOUN VERB VERB ADP DET PROPN PROPN PROPN CCONJ VERB ADV ADP DET NOUN NOUN
Lennart Svantesson, vice - president of Volvo product planning, on the joint Renault - Volvo models in the pipeline	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	identical	PROPN PROPN NOUN PUNCT NOUN ADP PROPN NOUN NOUN ADP DET ADJ PROPN PUNCT PROPN NOUN ADP DET NOUN	▁L enna rt ▁S van te sson , ▁vice ▁- ▁president ▁of ▁Volvo ▁product ▁planning , ▁on ▁the ▁joint ▁Renault ▁- ▁Volvo ▁models ▁in ▁the ▁pipeline	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN NOUN PUNCT NOUN ADP PROPN NOUN NOUN NOUN ADP DET ADJ PROPN PUNCT PROPN NOUN ADP DET NOUN
He will be aware that losses by ECGD of £ 3 billion, which have already been disclosed, with the possibility of a similar sum in the pipeline, suggest that we can not afford to underestimate the possible losses to the nation if we get the ECGD judgments wrong.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in the pipeline	figurative	identical	PRON VERB VERB ADJ ADP NOUN ADP PROPN ADP SYM NUM NUM ADJ VERB ADV VERB VERB ADP DET NOUN ADP DET ADJ NOUN ADP DET NOUN VERB ADP PRON VERB ADV VERB PART VERB DET ADJ NOUN ADP DET NOUN ADP PRON VERB DET PROPN NOUN ADJ	▁He ▁will ▁be ▁aware ▁that ▁losses ▁by ▁EC G D ▁of ▁£ ▁3 ▁billion , ▁which ▁have ▁already ▁been ▁disclosed , ▁with ▁the ▁possibility ▁of ▁a ▁similar ▁sum ▁in ▁the ▁pipeline , ▁suggest ▁that ▁we ▁can ▁not ▁afford ▁to ▁underestimate ▁the ▁possible ▁losses ▁to ▁the ▁nation ▁if ▁we ▁get ▁the ▁EC G D ▁judgments ▁wrong .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB VERB ADJ ADP NOUN ADP PROPN PROPN PROPN ADP SYM NUM NUM NUM ADJ VERB ADV VERB VERB VERB ADP DET NOUN ADP DET ADJ NOUN ADP DET NOUN NOUN VERB ADP PRON VERB ADV VERB PART VERB DET ADJ NOUN ADP DET NOUN ADP PRON VERB DET PROPN PROPN PROPN NOUN ADJ ADJ
He's got all sorts of schemes a lot of schemes in the pipeline.	0 0 0 0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	identical	PRON VERB DET NOUN ADP NOUN DET NOUN ADP NOUN ADP DET NOUN	▁He ' s ▁got ▁all ▁sorts ▁of ▁schemes ▁a ▁lot ▁of ▁schemes ▁in ▁the ▁pipeline .	0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	PRON PRON PRON VERB DET NOUN ADP NOUN DET NOUN ADP NOUN ADP DET NOUN NOUN
Is that going to be are there going to be any other promotional cassettes in the pipeline in the next	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0	in the pipeline	figurative	identical	VERB DET VERB PART VERB VERB ADV VERB PART VERB DET ADJ ADJ NOUN ADP DET NOUN ADP DET ADJ	▁Is ▁that ▁going ▁to ▁be ▁are ▁there ▁going ▁to ▁be ▁any ▁other ▁promotion al ▁cassette s ▁in ▁the ▁pipeline ▁in ▁the ▁next	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0	VERB DET VERB PART VERB VERB ADV VERB PART VERB DET ADJ ADJ ADJ NOUN NOUN ADP DET NOUN ADP DET ADJ
What other fiendish plans have they got in the pipeline?	0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	identical	ADJ ADJ NOUN NOUN VERB PRON VERB ADP DET NOUN	▁What ▁other ▁fi end ish ▁plans ▁have ▁they ▁got ▁in ▁the ▁pipeline ?	0 0 0 0 0 0 0 0 0 1 0 1 1	ADJ ADJ NOUN NOUN NOUN NOUN VERB PRON VERB ADP DET NOUN NOUN
I would make the point that it has taken thirty five years for us to reach this point where we have comprehensive strategy for York, we have battled with er various greenbelt boundaries in the past, I think there has never been erm a total review development plan requirements for the Greater York area, no more of its implications on possible greenbelt boundaries, we now have that and the greenbelt local plan, Southern Ryedale local plans are being progressed on the basis of that strategy, and there are other plans in the pipeline.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	identical	PRON VERB VERB DET NOUN ADP PRON VERB VERB NUM NUM NOUN ADP PRON PART VERB DET NOUN ADV PRON VERB ADJ NOUN ADP PROPN PRON VERB VERB ADP DET ADJ NOUN NOUN ADP DET NOUN PRON VERB ADV VERB ADV VERB ADV DET ADJ NOUN NOUN NOUN NOUN ADP DET PROPN PROPN NOUN DET ADJ ADP ADJ NOUN ADP ADJ NOUN NOUN PRON ADV VERB DET CCONJ DET NOUN ADJ NOUN PROPN PROPN ADJ NOUN VERB VERB VERB ADP DET NOUN ADP DET NOUN CCONJ ADV VERB ADJ NOUN ADP DET NOUN	▁I ▁would ▁make ▁the ▁point ▁that ▁it ▁has ▁taken ▁thirty ▁five ▁years ▁for ▁us ▁to ▁reach ▁this ▁point ▁where ▁we ▁have ▁comprehensive ▁strategy ▁for ▁York , ▁we ▁have ▁battle d ▁with ▁er ▁various ▁green belt ▁boundaries ▁in ▁the ▁past , ▁I ▁think ▁there ▁has ▁never ▁been ▁er m ▁a ▁total ▁review ▁development ▁plan ▁requirements ▁for ▁the ▁Great er ▁York ▁area , ▁no ▁more ▁of ▁its ▁implications ▁on ▁possible ▁green belt ▁boundaries , ▁we ▁now ▁have ▁that ▁and ▁the ▁green belt ▁local ▁plan , ▁Southern ▁Rye d ale ▁local ▁plans ▁are ▁being ▁progress ed ▁on ▁the ▁basis ▁of ▁that ▁strategy , ▁and ▁there ▁are ▁other ▁plans ▁in ▁the ▁pipeline .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	PRON VERB VERB DET NOUN ADP PRON VERB VERB NUM NUM NOUN ADP PRON PART VERB DET NOUN ADV PRON VERB ADJ NOUN ADP PROPN PROPN PRON VERB VERB VERB ADP DET ADJ NOUN NOUN NOUN ADP DET NOUN NOUN PRON VERB ADV VERB ADV VERB ADV ADV DET ADJ NOUN NOUN NOUN NOUN ADP DET PROPN PROPN PROPN NOUN NOUN DET ADJ ADP ADJ NOUN ADP ADJ NOUN NOUN NOUN NOUN PRON ADV VERB DET CCONJ DET NOUN NOUN ADJ NOUN NOUN PROPN PROPN PROPN PROPN ADJ NOUN VERB VERB VERB VERB ADP DET NOUN ADP DET NOUN NOUN CCONJ ADV VERB ADJ NOUN ADP DET NOUN NOUN
Now it appears that no improvements are in the pipeline but increased traffic is.	0 0 0 0 0 0 0 1 0 1 0 0 0 0	in the pipeline	figurative	identical	ADV PRON VERB ADP DET NOUN VERB ADP DET NOUN CCONJ VERB NOUN VERB	▁Now ▁it ▁appears ▁that ▁no ▁improvements ▁are ▁in ▁the ▁pipeline ▁but ▁increased ▁traffic ▁is .	0 0 0 0 0 0 0 1 0 1 0 0 0 0 0	ADV PRON VERB ADP DET NOUN VERB ADP DET NOUN CCONJ VERB NOUN VERB VERB
It's been a long time in the pipeline …	0 0 0 0 0 1 0 1 0	in the pipeline	figurative	identical	PRON VERB DET ADJ NOUN ADP DET NOUN PUNCT	▁It ' s ▁been ▁a ▁long ▁time ▁in ▁the ▁pipeline ▁...	0 0 0 0 0 0 0 1 0 1 0	PRON PRON PRON VERB DET ADJ NOUN ADP DET NOUN PUNCT
Three point five million below Labour, but if you look savings in the pipeline of four point three million against the Liberal Democrats and four point eight million pounds against Labour.	0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in the pipeline	figurative	identical	NUM NOUN NUM NUM ADP PROPN CCONJ ADP PRON VERB NOUN ADP DET NOUN ADP NUM NOUN NUM NUM ADP DET PROPN PROPN CCONJ NUM NOUN NUM NUM NOUN ADP PROPN	▁Three ▁point ▁five ▁million ▁below ▁Labour , ▁but ▁if ▁you ▁look ▁savings ▁in ▁the ▁pipeline ▁of ▁four ▁point ▁three ▁million ▁against ▁the ▁Liberal ▁Democra ts ▁and ▁four ▁point ▁eight ▁million ▁pounds ▁against ▁Labour .	0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	NUM NOUN NUM NUM ADP PROPN PROPN CCONJ ADP PRON VERB NOUN ADP DET NOUN ADP NUM NOUN NUM NUM ADP DET PROPN PROPN PROPN CCONJ NUM NOUN NUM NUM NOUN ADP PROPN PROPN
Something in the pipeline	0 1 0 1	in the pipeline	figurative	identical	NOUN ADP DET NOUN	▁S omething ▁in ▁the ▁pipeline	0 0 1 0 1	NOUN NOUN ADP DET NOUN
A number of TSMDesk enhancements are also in the pipeline.	0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	identical	DET NOUN ADP NOUN NOUN VERB ADV ADP DET NOUN	▁A ▁number ▁of ▁T SM De sk ▁enhancement s ▁are ▁also ▁in ▁the ▁pipeline .	0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	DET NOUN ADP NOUN NOUN NOUN NOUN NOUN NOUN VERB ADV ADP DET NOUN NOUN
However, it is true that government policies ( or lack of policies in some areas ) have contributed significantly to our problems and some of the changes that are now in the pipeline will almost certainly make matters worse.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0	in the pipeline	figurative	identical	ADV PRON VERB ADJ ADP NOUN NOUN PUNCT CCONJ NOUN ADP NOUN ADP DET NOUN PUNCT VERB VERB ADV ADP ADJ NOUN CCONJ DET ADP DET NOUN ADJ VERB ADV ADP DET NOUN VERB ADV ADV VERB NOUN ADV	▁However , ▁it ▁is ▁true ▁that ▁government ▁policies ▁( ▁or ▁lack ▁of ▁policies ▁in ▁some ▁areas ▁ ) ▁have ▁contributed ▁significantly ▁to ▁our ▁problems ▁and ▁some ▁of ▁the ▁changes ▁that ▁are ▁now ▁in ▁the ▁pipeline ▁will ▁almost ▁certainly ▁make ▁matters ▁worse .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0	ADV ADV PRON VERB ADJ ADP NOUN NOUN PUNCT CCONJ NOUN ADP NOUN ADP DET NOUN PUNCT PUNCT VERB VERB ADV ADP ADJ NOUN CCONJ DET ADP DET NOUN ADJ VERB ADV ADP DET NOUN VERB ADV ADV VERB NOUN ADV ADV
It was of public importance that the issue should be resolved because many other cases were ‘ in the pipeline’.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	in the pipeline	figurative	dashes	PRON VERB ADP ADJ NOUN ADP DET NOUN VERB VERB VERB ADP ADJ ADJ NOUN VERB VERB ADP DET NOUN	▁It ▁was ▁of ▁public ▁importance ▁that ▁the ▁issue ▁should ▁be ▁resolved ▁because ▁many ▁other ▁cases ▁were ▁ ‘ ▁in ▁the ▁pipeline ’ .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1	PRON VERB ADP ADJ NOUN ADP DET NOUN VERB VERB VERB ADP ADJ ADJ NOUN VERB VERB VERB ADP DET NOUN NOUN NOUN
Legislation is also in the pipeline to allow companies limited by guarantee, and hybrid companies, to be formed.	0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	in the pipeline	figurative	identical	NOUN VERB ADV ADP DET NOUN PART VERB NOUN VERB ADP NOUN CCONJ ADJ NOUN PART VERB VERB	▁Legislation ▁is ▁also ▁in ▁the ▁pipeline ▁to ▁allow ▁companies ▁limited ▁by ▁guarantee , ▁and ▁hybrid ▁companies , ▁to ▁be ▁formed .	0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	NOUN VERB ADV ADP DET NOUN PART VERB NOUN VERB ADP NOUN NOUN CCONJ ADJ NOUN NOUN PART VERB VERB VERB
