Scatter the cheese over the top.	0 0 0 1 0 1	over the top	literal	identical	VERB DET NOUN ADP DET NOUN	▁Sc atter ▁the ▁cheese ▁over ▁the ▁top .	0 0 0 0 1 0 1 1	VERB VERB DET NOUN ADP DET NOUN NOUN
Sometimes they just go over the top.	0 0 0 0 1 0 1	over the top	figurative	identical	ADV PRON ADV VERB ADP DET NOUN	▁Sometimes ▁they ▁just ▁go ▁over ▁the ▁top .	0 0 0 0 1 0 1 1	ADV PRON ADV VERB ADP DET NOUN NOUN
Other preamps have at least two coupled stages, but nine seems seriously over the top and promises something totally outrageous in the old fire and brimstone department.	0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	over the top	figurative	identical	ADJ NOUN VERB ADV ADV NUM VERB NOUN CCONJ NUM VERB ADV ADP DET NOUN CCONJ VERB NOUN ADV ADJ ADP DET ADJ NOUN CCONJ NOUN NOUN	▁Other ▁pre amp s ▁have ▁at ▁least ▁two ▁coupled ▁stages , ▁but ▁nine ▁seems ▁seriously ▁over ▁the ▁top ▁and ▁promises ▁something ▁totally ▁outrageous ▁in ▁the ▁old ▁fire ▁and ▁b rim stone ▁department .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADJ NOUN NOUN NOUN VERB ADV ADV NUM VERB NOUN NOUN CCONJ NUM VERB ADV ADP DET NOUN CCONJ VERB NOUN ADV ADJ ADP DET ADJ NOUN CCONJ NOUN NOUN NOUN NOUN NOUN
Melt the remaining butter and brush over the biscuit tops, then bake for about 12–15 minutes until golden brown and the sides spring back when squeezed.	0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	combined-inflection	PROPN DET VERB NOUN CCONJ NOUN ADP DET NOUN VERB ADV VERB ADP ADV NUM NOUN ADP ADJ ADJ CCONJ DET NOUN VERB ADV ADV VERB	▁Mel t ▁the ▁remaining ▁butter ▁and ▁brush ▁over ▁the ▁bis c uit ▁to ps , ▁then ▁b ake ▁for ▁about ▁12 – 15 ▁minutes ▁until ▁golden ▁brown ▁and ▁the ▁sides ▁spring ▁back ▁when ▁squeeze d .	0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PROPN PROPN DET VERB NOUN CCONJ NOUN ADP DET NOUN NOUN NOUN VERB VERB VERB ADV VERB VERB ADP ADV NUM NUM NUM NOUN ADP ADJ ADJ CCONJ DET NOUN VERB ADV ADV VERB VERB VERB
THE FRENCH love to lay on the style and their over - the - top preliminaries -world's biggest scrum, Un Show Laser — to this week's Bicentenary match against the Lions in Paris gave the evening a sense of occasion which the rugby itself also justified.	0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	figurative	dashes	DET PROPN NOUN PART VERB ADP DET NOUN CCONJ ADJ ADP PUNCT DET PUNCT ADJ NOUN PART ADJ NOUN PROPN PROPN PROPN PUNCT ADP DET NOUN PROPN NOUN ADP DET PROPN ADP PROPN VERB DET NOUN DET NOUN ADP NOUN ADJ DET NOUN PRON ADV VERB	▁THE ▁FRENCH ▁love ▁to ▁lay ▁on ▁the ▁style ▁and ▁their ▁over ▁- ▁the ▁- ▁top ▁pre lim in aries ▁- world ' s ▁biggest ▁scr um , ▁Un ▁S how ▁La ser ▁ — ▁to ▁this ▁week ' s ▁Bi cent en ary ▁match ▁against ▁the ▁L ions ▁in ▁Paris ▁gave ▁the ▁evening ▁a ▁sense ▁of ▁occasion ▁which ▁the ▁ rug by ▁itself ▁also ▁justified .	0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET PROPN NOUN PART VERB ADP DET NOUN CCONJ ADJ ADP PUNCT DET PUNCT ADJ NOUN NOUN NOUN NOUN PART PART PART PART ADJ NOUN NOUN NOUN PROPN PROPN PROPN PROPN PROPN PUNCT PUNCT ADP DET NOUN NOUN NOUN PROPN PROPN PROPN PROPN NOUN ADP DET PROPN PROPN ADP PROPN VERB DET NOUN DET NOUN ADP NOUN ADJ DET NOUN NOUN NOUN PRON ADV VERB VERB
In fact I thought the whole fairy - palace effect was a long way over the top and painfully unoriginal.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0	over the top	figurative	identical	ADP NOUN PRON VERB DET ADJ NOUN PUNCT NOUN NOUN VERB DET ADJ NOUN ADP DET NOUN CCONJ ADV ADJ	▁In ▁fact ▁I ▁thought ▁the ▁whole ▁fair y ▁- ▁palace ▁effect ▁was ▁a ▁long ▁way ▁over ▁the ▁top ▁and ▁painful ly ▁un original .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0	ADP NOUN PRON VERB DET ADJ NOUN NOUN PUNCT NOUN NOUN VERB DET ADJ NOUN ADP DET NOUN CCONJ ADV ADV ADJ ADJ ADJ
Bend the straws over the top of the cake and then trim their ends so that the points meet in the centre of the cake.	0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	identical	VERB DET NOUN ADP DET NOUN ADP DET NOUN CCONJ ADV VERB ADJ NOUN ADP ADP DET NOUN VERB ADP DET NOUN ADP DET NOUN	▁B end ▁the ▁straw s ▁over ▁the ▁top ▁of ▁the ▁cake ▁and ▁then ▁trim ▁their ▁ends ▁so ▁that ▁the ▁points ▁meet ▁in ▁the ▁centre ▁of ▁the ▁cake .	0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	VERB VERB DET NOUN NOUN ADP DET NOUN ADP DET NOUN CCONJ ADV VERB ADJ NOUN ADP ADP DET NOUN VERB ADP DET NOUN ADP DET NOUN NOUN
Did you see over the top?	0 0 0 1 0 1	over the top	literal	identical	VERB PRON VERB ADP DET NOUN	▁Did ▁you ▁see ▁over ▁the ▁top ?	0 0 0 1 0 1 1	VERB PRON VERB ADP DET NOUN NOUN
Keith thinks this is over the top.	0 0 0 0 1 0 1	over the top	figurative	identical	PROPN VERB DET VERB ADP DET NOUN	▁Ke ith ▁thinks ▁this ▁is ▁over ▁the ▁top .	0 0 0 0 0 1 0 1 1	PROPN PROPN VERB DET VERB ADP DET NOUN NOUN
I 'm scared that sometimes I go over the top with too many solos in the one song, but I try and keep them as simple as I can.	0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	figurative	identical	PRON VERB ADJ ADP ADV PRON VERB ADP DET NOUN ADP ADV ADJ NOUN ADP DET NUM NOUN CCONJ PRON VERB CCONJ VERB PRON ADV ADJ ADP PRON VERB	▁I ▁' m ▁scar ed ▁that ▁sometimes ▁I ▁go ▁over ▁the ▁top ▁with ▁too ▁many ▁so los ▁in ▁the ▁one ▁so ng , ▁but ▁I ▁try ▁and ▁keep ▁them ▁as ▁simple ▁as ▁I ▁can .	0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB VERB ADJ ADJ ADP ADV PRON VERB ADP DET NOUN ADP ADV ADJ NOUN NOUN ADP DET NUM NOUN NOUN NOUN CCONJ PRON VERB CCONJ VERB PRON ADV ADJ ADP PRON VERB VERB
I simply urge you to be reasonable and not go over the top.’	0 0 0 0 0 0 0 0 0 0 1 0 1	over the top	figurative	dashes	PRON ADV VERB PRON PART VERB ADJ CCONJ ADV VERB ADP DET NOUN	▁I ▁simply ▁urge ▁you ▁to ▁be ▁reasonable ▁and ▁not ▁go ▁over ▁the ▁top . ’	0 0 0 0 0 0 0 0 0 0 1 0 1 1 1	PRON ADV VERB PRON PART VERB ADJ CCONJ ADV VERB ADP DET NOUN NOUN NOUN
He come back to me he says, it's spilling over the top because the chutes are blocked up he says I 'll tell the track driver, the track driver says, Oh well get the to clean that up.	0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	identical	PRON VERB ADV ADP PRON PRON VERB PRON VERB ADP DET NOUN ADP DET NOUN VERB VERB PART PRON VERB PRON VERB VERB DET NOUN NOUN DET NOUN NOUN VERB INTJ INTJ VERB DET PART VERB DET PART	▁He ▁come ▁back ▁to ▁me ▁he ▁says , ▁it ' s ▁spill ing ▁over ▁the ▁top ▁because ▁the ▁ch utes ▁are ▁blocked ▁up ▁he ▁says ▁I ▁' ll ▁tell ▁the ▁track ▁driver , ▁the ▁track ▁driver ▁says , ▁O h ▁well ▁get ▁the ▁to ▁clean ▁that ▁up .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB ADV ADP PRON PRON VERB VERB PRON PRON PRON VERB VERB ADP DET NOUN ADP DET NOUN NOUN VERB VERB PART PRON VERB PRON VERB VERB VERB DET NOUN NOUN NOUN DET NOUN NOUN VERB VERB INTJ INTJ INTJ VERB DET PART VERB DET PART PART
‘ What is there to get excited about?’ said Morris easily, the flesh beneath his chin folding over the top of his collar as he leaned back into the cushions.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0	over the top	literal	identical	PUNCT NOUN VERB ADV PART VERB ADJ NOUN VERB PROPN ADV DET NOUN ADP ADJ NOUN VERB ADP DET NOUN ADP ADJ NOUN ADP PRON VERB ADV ADP DET NOUN	▁ ‘ ▁What ▁is ▁there ▁to ▁get ▁excit ed ▁about ? ’ ▁said ▁Morris ▁easily , ▁the ▁flesh ▁beneath ▁his ▁ chin ▁folding ▁over ▁the ▁top ▁of ▁his ▁collar ▁as ▁he ▁lean ed ▁back ▁into ▁the ▁cushion s .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0	PUNCT PUNCT NOUN VERB ADV PART VERB ADJ ADJ NOUN NOUN NOUN VERB PROPN ADV ADV DET NOUN ADP ADJ NOUN NOUN VERB ADP DET NOUN ADP ADJ NOUN ADP PRON VERB VERB ADV ADP DET NOUN NOUN NOUN
He looked, I thought, a touch over the top.	0 0 0 0 0 0 1 0 1	over the top	figurative	identical	PRON VERB PRON VERB DET NOUN ADP DET NOUN	▁He ▁looked , ▁I ▁thought , ▁a ▁touch ▁over ▁the ▁top .	0 0 0 0 0 0 0 0 1 0 1 1	PRON VERB VERB PRON VERB VERB DET NOUN ADP DET NOUN NOUN
Now, suddenly, he had an uneasy feeling that he had allowed himself to go a little‘over the top’.	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1	over the top	figurative	insertion-determiner	ADV ADV PRON VERB DET ADJ NOUN ADP PRON VERB VERB PRON PART VERB DET NOUN DET NOUN	▁Now , ▁suddenly , ▁he ▁had ▁an ▁un e asy ▁feeling ▁that ▁he ▁had ▁allowed ▁himself ▁to ▁go ▁a ▁little ‘ over ▁the ▁top ’ .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 1 1 1	ADV ADV ADV ADV PRON VERB DET ADJ ADJ ADJ NOUN ADP PRON VERB VERB PRON PART VERB DET NOUN NOUN NOUN DET NOUN NOUN NOUN
okay, round the base of your thumb, basically what we want to do is we want to clamp these fingers in so they can't come un unstuck, we want to push them together because she can't keep them shut like that, but the next thing is that you come round to the back where the little finger is, the next time you come round here, you 're gon na come round to about the first thumb joint okay and then you 're gon na go over the top okay and if you come round again the little thumb, by, by the little finger, you come round again to the thumb joint okay, come over the top again, round, we 're just making really like the figure of eight, but all the time we 're keeping off of this wrist here and I 'm keeping her fingers in, are you alright still?	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	identical	INTJ VERB DET NOUN ADP ADJ NOUN ADV NOUN PRON VERB PART VERB VERB PRON VERB PART VERB DET NOUN ADP ADP PRON VERB VERB INTJ NOUN PRON VERB PART VERB PRON ADV ADP PRON VERB VERB PRON VERB ADP DET CCONJ DET ADJ NOUN VERB ADP PRON VERB ADV ADP DET NOUN ADV DET ADJ NOUN VERB DET ADJ NOUN PRON VERB ADV ADV PRON VERB VERB PART VERB ADV ADP ADP DET ADJ NOUN NOUN INTJ CCONJ ADV PRON VERB VERB PART VERB ADP DET ADJ INTJ CCONJ ADP PRON VERB ADV ADV DET ADJ NOUN ADV ADP DET ADJ NOUN PRON VERB ADV ADV ADP DET NOUN NOUN INTJ VERB ADP DET NOUN ADV ADV PRON VERB ADV VERB ADV ADP DET NOUN ADP NUM CCONJ ADJ DET NOUN PRON VERB VERB ADP ADP DET NOUN ADV CCONJ PRON VERB VERB ADJ NOUN ADP VERB PRON INTJ ADV	▁o ka y , ▁round ▁the ▁base ▁of ▁your ▁thumb , ▁basic ally ▁what ▁we ▁want ▁to ▁do ▁is ▁we ▁want ▁to ▁clamp ▁these ▁fingers ▁in ▁so ▁they ▁can ' t ▁come ▁un ▁un st uck , ▁we ▁want ▁to ▁push ▁them ▁together ▁because ▁she ▁can ' t ▁keep ▁them ▁shut ▁like ▁that , ▁but ▁the ▁next ▁thing ▁is ▁that ▁you ▁come ▁round ▁to ▁the ▁back ▁where ▁the ▁little ▁finger ▁is , ▁the ▁next ▁time ▁you ▁come ▁round ▁here , ▁you ▁' re ▁ gon ▁na ▁come ▁round ▁to ▁about ▁the ▁first ▁thumb ▁joint ▁o ka y ▁and ▁then ▁you ▁' re ▁ gon ▁na ▁go ▁over ▁the ▁top ▁o ka y ▁and ▁if ▁you ▁come ▁round ▁again ▁the ▁little ▁thumb , ▁by , ▁by ▁the ▁little ▁finger , ▁you ▁come ▁round ▁again ▁to ▁the ▁thumb ▁joint ▁o ka y , ▁come ▁over ▁the ▁top ▁again , ▁round , ▁we ▁' re ▁just ▁making ▁really ▁like ▁the ▁figure ▁of ▁eight , ▁but ▁all ▁the ▁time ▁we ▁' re ▁keeping ▁off ▁of ▁this ▁wrist ▁here ▁and ▁I ▁' m ▁keeping ▁her ▁fingers ▁in , ▁are ▁you ▁al right ▁still ?	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	INTJ INTJ INTJ INTJ VERB DET NOUN ADP ADJ NOUN NOUN ADV ADV NOUN PRON VERB PART VERB VERB PRON VERB PART VERB DET NOUN ADP ADP PRON VERB VERB VERB VERB INTJ NOUN NOUN NOUN NOUN PRON VERB PART VERB PRON ADV ADP PRON VERB VERB VERB VERB PRON VERB ADP DET DET CCONJ DET ADJ NOUN VERB ADP PRON VERB ADV ADP DET NOUN ADV DET ADJ NOUN VERB VERB DET ADJ NOUN PRON VERB ADV ADV ADV PRON VERB VERB VERB VERB PART VERB ADV ADP ADP DET ADJ NOUN NOUN INTJ INTJ INTJ CCONJ ADV PRON VERB VERB VERB VERB PART VERB ADP DET ADJ INTJ INTJ INTJ CCONJ ADP PRON VERB ADV ADV DET ADJ NOUN NOUN ADV ADV ADP DET ADJ NOUN NOUN PRON VERB ADV ADV ADP DET NOUN NOUN INTJ INTJ INTJ INTJ VERB ADP DET NOUN ADV ADV ADV ADV PRON VERB VERB ADV VERB ADV ADP DET NOUN ADP NUM NUM CCONJ ADJ DET NOUN PRON VERB VERB VERB ADP ADP DET NOUN ADV CCONJ PRON VERB VERB VERB ADJ NOUN ADP ADP VERB PRON INTJ INTJ ADV ADV
There are times when barbel are so preoccupied with whatever business they have at hand, whether it be feeding, spawning, or just browsing, you can stand on the river's edge right over the top of them and watch them without them taking fright and scurrying off.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	identical	ADV VERB NOUN ADV VERB VERB ADV ADJ ADP ADJ NOUN PRON VERB ADP NOUN ADP PRON VERB VERB VERB CCONJ ADV VERB PRON VERB VERB ADP DET NOUN NOUN ADV ADP DET NOUN ADP PRON CCONJ VERB PRON ADP PRON VERB NOUN CCONJ VERB PART	▁There ▁are ▁times ▁when ▁bar bel ▁are ▁so ▁pre occupied ▁with ▁whatever ▁business ▁they ▁have ▁at ▁hand , ▁whether ▁it ▁be ▁feeding , ▁sp aw ning , ▁or ▁just ▁br ows ing , ▁you ▁can ▁stand ▁on ▁the ▁river ' s ▁edge ▁right ▁over ▁the ▁top ▁of ▁them ▁and ▁watch ▁them ▁without ▁them ▁taking ▁f right ▁and ▁scu rry ing ▁off .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV VERB NOUN ADV VERB VERB VERB ADV ADJ ADJ ADP ADJ NOUN PRON VERB ADP NOUN NOUN ADP PRON VERB VERB VERB VERB VERB VERB VERB CCONJ ADV VERB VERB VERB VERB PRON VERB VERB ADP DET NOUN NOUN NOUN NOUN ADV ADP DET NOUN ADP PRON CCONJ VERB PRON ADP PRON VERB NOUN NOUN CCONJ VERB VERB VERB PART PART
Go over the top?	0 1 0 1	over the top	figurative	identical	VERB ADP DET NOUN	▁Go ▁over ▁the ▁top ?	0 1 0 1 1	VERB ADP DET NOUN NOUN
He looked at Withel over the top of the paper.	0 0 0 0 1 0 1 0 0 0	over the top	literal	identical	PRON VERB ADP PROPN ADP DET NOUN ADP DET NOUN	▁He ▁looked ▁at ▁With el ▁over ▁the ▁top ▁of ▁the ▁paper .	0 0 0 0 0 1 0 1 0 0 0 0	PRON VERB ADP PROPN PROPN ADP DET NOUN ADP DET NOUN NOUN
Now on that twenty feet long, now I 'm up about say, you can say anything like about fifteen feet up in the in the air, might be less than that and then you got twenty feet up like that, well then there used to be wire and used to have a big wheel in top, which you couldn't go over the top and with a wire, then I used to have a sling chain, my main hook and that was thirteen foot long and you take th that and on, on working on top of the lorry, see you got to be so careful and there's men working on that lorry as well, course I broke the wheel.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	identical	ADV ADP DET NUM NOUN ADJ ADV PRON VERB PART ADP VERB PRON VERB VERB NOUN ADP ADV NUM NOUN ADV ADP DET ADP DET NOUN VERB VERB ADJ ADP DET CCONJ ADV PRON VERB NUM NOUN PART ADP DET INTJ ADV ADV VERB PART VERB NOUN CCONJ VERB PART VERB DET ADJ NOUN ADP NOUN ADJ PRON VERB VERB ADP DET NOUN CCONJ ADP DET NOUN ADV PRON VERB PART VERB DET NOUN NOUN ADJ ADJ NOUN CCONJ DET VERB NUM NOUN ADJ CCONJ PRON VERB X DET CCONJ ADV ADP VERB ADP NOUN ADP DET NOUN VERB PRON VERB PART VERB ADV ADJ CCONJ ADV NOUN VERB ADP DET NOUN ADV ADV NOUN PRON VERB DET NOUN	▁Now ▁on ▁that ▁twenty ▁feet ▁long , ▁now ▁I ▁' m ▁up ▁about ▁say , ▁you ▁can ▁say ▁anything ▁like ▁about ▁fifteen ▁feet ▁up ▁in ▁the ▁in ▁the ▁air , ▁might ▁be ▁less ▁than ▁that ▁and ▁then ▁you ▁got ▁twenty ▁feet ▁up ▁like ▁that , ▁well ▁then ▁there ▁used ▁to ▁be ▁wire ▁and ▁used ▁to ▁have ▁a ▁big ▁wheel ▁in ▁top , ▁which ▁you ▁could n ' t ▁go ▁over ▁the ▁top ▁and ▁with ▁a ▁wire , ▁then ▁I ▁used ▁to ▁have ▁a ▁sl ing ▁chain , ▁my ▁main ▁hook ▁and ▁that ▁was ▁thirteen ▁foot ▁long ▁and ▁you ▁take ▁th ▁that ▁and ▁on , ▁on ▁working ▁on ▁top ▁of ▁the ▁lorry , ▁see ▁you ▁got ▁to ▁be ▁so ▁careful ▁and ▁there ' s ▁men ▁working ▁on ▁that ▁lorry ▁as ▁well , ▁course ▁I ▁broke ▁the ▁wheel .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV ADP DET NUM NOUN ADJ ADJ ADV PRON VERB VERB PART ADP VERB VERB PRON VERB VERB NOUN ADP ADV NUM NOUN ADV ADP DET ADP DET NOUN NOUN VERB VERB ADJ ADP DET CCONJ ADV PRON VERB NUM NOUN PART ADP DET DET INTJ ADV ADV VERB PART VERB NOUN CCONJ VERB PART VERB DET ADJ NOUN ADP NOUN NOUN ADJ PRON VERB VERB VERB VERB VERB ADP DET NOUN CCONJ ADP DET NOUN NOUN ADV PRON VERB PART VERB DET NOUN NOUN NOUN NOUN ADJ ADJ NOUN CCONJ DET VERB NUM NOUN ADJ CCONJ PRON VERB X DET CCONJ ADV ADV ADP VERB ADP NOUN ADP DET NOUN NOUN VERB PRON VERB PART VERB ADV ADJ CCONJ ADV ADV ADV NOUN VERB ADP DET NOUN ADV ADV ADV NOUN PRON VERB DET NOUN NOUN
Mix together the breadcrumbs and cheese and sprinkle over the top.	0 0 0 0 0 0 0 0 1 0 1	over the top	literal	identical	VERB ADV DET NOUN CCONJ NOUN CCONJ VERB ADP DET NOUN	▁Mix ▁together ▁the ▁bread cr um b s ▁and ▁cheese ▁and ▁sprinkle ▁over ▁the ▁top .	0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	VERB ADV DET NOUN NOUN NOUN NOUN NOUN CCONJ NOUN CCONJ VERB ADP DET NOUN NOUN
I thought he was going well over the top, actually.	0 0 0 0 0 0 1 0 1 0	over the top	figurative	identical	PRON VERB PRON VERB VERB ADV ADP DET NOUN ADV	▁I ▁thought ▁he ▁was ▁going ▁well ▁over ▁the ▁top , ▁actually .	0 0 0 0 0 0 1 0 1 1 0 0	PRON VERB PRON VERB VERB ADV ADP DET NOUN NOUN ADV ADV
Cosmetically, the NY-5 is a bit over the top.	0 0 0 0 0 0 1 0 1	over the top	figurative	identical	ADV DET NOUN VERB DET NOUN ADP DET NOUN	▁Cosmetic ally , ▁the ▁N Y -5 ▁is ▁a ▁bit ▁over ▁the ▁top .	0 0 0 0 0 0 0 0 0 0 1 0 1 1	ADV ADV ADV DET NOUN NOUN NOUN VERB DET NOUN ADP DET NOUN NOUN
It may then penetrate the side of a tank or fly over the top.	0 0 0 0 0 0 0 0 0 0 0 1 0 1	over the top	literal	identical	PRON VERB ADV VERB DET NOUN ADP DET NOUN CCONJ VERB ADP DET NOUN	▁It ▁may ▁then ▁penetrate ▁the ▁side ▁of ▁a ▁tank ▁or ▁fly ▁over ▁the ▁top .	0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	PRON VERB ADV VERB DET NOUN ADP DET NOUN CCONJ VERB ADP DET NOUN NOUN
Hm, trouble is it tends to come over the top of the bowl ..	0 0 0 0 0 0 0 1 0 1 0 0 0 0	over the top	literal	identical	INTJ NOUN VERB PRON VERB PART VERB ADP DET NOUN ADP DET NOUN PUNCT	▁H m , ▁trouble ▁is ▁it ▁tend s ▁to ▁come ▁over ▁the ▁top ▁of ▁the ▁bowl ▁ . .	0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0	INTJ INTJ INTJ NOUN VERB PRON VERB VERB PART VERB ADP DET NOUN ADP DET NOUN PUNCT PUNCT PUNCT
Questor Column : Highland shares over the top	0 0 0 0 0 1 0 1	over the top	literal	identical	PROPN PROPN PUNCT PROPN VERB ADP DET NOUN	▁Que s tor ▁Column ▁ : ▁High land ▁shares ▁over ▁the ▁top	0 0 0 0 0 0 0 0 0 1 0 1	PROPN PROPN PROPN PROPN PUNCT PUNCT PROPN PROPN VERB ADP DET NOUN
Now someone else told me, and it worked, and if you just lay a piece of kitchen paper over the top, that absorbs some of the moisture	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0	over the top	literal	identical	ADV NOUN ADV VERB PRON CCONJ PRON VERB CCONJ ADP PRON ADV VERB DET NOUN ADP NOUN NOUN ADP DET NOUN ADJ VERB DET ADP DET NOUN	▁Now ▁someone ▁else ▁told ▁me , ▁and ▁it ▁worked , ▁and ▁if ▁you ▁just ▁lay ▁a ▁piece ▁of ▁kitchen ▁paper ▁over ▁the ▁top , ▁that ▁absorb s ▁some ▁of ▁the ▁moisture	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0	ADV NOUN ADV VERB PRON PRON CCONJ PRON VERB VERB CCONJ ADP PRON ADV VERB DET NOUN ADP NOUN NOUN ADP DET NOUN NOUN ADJ VERB VERB DET ADP DET NOUN
Jonna was still courting a girl from the neighbouring farm over the moor top at Skiplam.	0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0	over the top	literal	insertion-other	PROPN VERB ADV VERB DET NOUN ADP DET VERB NOUN ADP DET NOUN NOUN ADP PROPN	▁J on na ▁was ▁still ▁court ing ▁a ▁girl ▁from ▁the ▁neighbour ing ▁farm ▁over ▁the ▁mo or ▁top ▁at ▁Ski pla m .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0	PROPN PROPN PROPN VERB ADV VERB VERB DET NOUN ADP DET VERB VERB NOUN ADP DET NOUN NOUN NOUN ADP PROPN PROPN PROPN PROPN
